Process	CPU	Private Bytes	Working Set	PID	Description	Company Name
  svchost.exe		1,288 K	7,292 K	1132	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	3,132 K	13,888 K	1164	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	2,760 K	15,944 K	1172	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	1,652 K	8,220 K	1220	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	5,000 K	11,072 K	1296	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	0.70	4,896 K	20,104 K	1340	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		1,540 K	9,352 K	1380	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,784 K	17,148 K	1400	Host Process for Windows Services	Microsoft Corporation
  VBoxService.exe	< 0.01	3,032 K	9,024 K	1516	VirtualBox Guest Additions Service	Oracle and/or its affiliates
  svchost.exe	< 0.01	3,232 K	17,764 K	1584	Host Process for Windows Services	Microsoft Corporation
   sihost.exe	0.70	7,564 K	49,244 K	564	Shell Infrastructure Host	Microsoft Corporation
    ShellHost.exe		6,648 K	40,936 K	5344	ShellHost	Microsoft Corporation
    CrossDeviceResume.exe		8,192 K	46,660 K	4300		Microsoft Corporation
  svchost.exe	< 0.01	14,848 K	20,388 K	1608	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		1,964 K	10,800 K	1732	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	0.70	95,544 K	102,828 K	1756	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	1,416 K	7,880 K	1776	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	3,528 K	12,292 K	1840	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		1,804 K	10,952 K	1948	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		6,344 K	17,540 K	2008	Host Process for Windows Services	Microsoft Corporation
   taskhostw.exe	< 0.01	6,404 K	22,464 K	4224	Host Process for Windows Tasks	Microsoft Corporation
  svchost.exe		1,836 K	11,184 K	2040	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,120 K	10,740 K	1156	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	2,372 K	10,604 K	2072	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	3,304 K	18,744 K	2148	Host Process for Windows Services	Microsoft Corporation
   audiodg.exe	< 0.01	6,568 K	16,104 K	8152		
  svchost.exe	< 0.01	1,964 K	10,988 K	2216	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	1,956 K	10,200 K	2292	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		1,552 K	9,280 K	2300	Host Process for Windows Services	Microsoft Corporation
   ctfmon.exe	0.70	28,704 K	62,912 K	7316		
  svchost.exe	< 0.01	22,008 K	34,020 K	2428	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	2,312 K	12,808 K	2436	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,320 K	12,964 K	2476	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,612 K	18,508 K	2532	Host Process for Windows Services	Microsoft Corporation
  spoolsv.exe		5,532 K	21,452 K	2648	Spooler SubSystem App	Microsoft Corporation
  svchost.exe		13,152 K	28,224 K	2688	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		1,768 K	10,328 K	2736	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	20,548 K	59,088 K	2852	Host Process for Windows Services	Microsoft Corporation
   AggregatorHost.exe	< 0.01	3,060 K	12,744 K	5076		
  svchost.exe	< 0.01	4,364 K	20,608 K	2860	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		26,812 K	38,260 K	2872	Host Process for Windows Services	Microsoft Corporation
  OfficeClickToRun.exe		33,080 K	66,968 K	2884	Microsoft Office Click-to-Run (SxS)	Microsoft Corporation
  svchost.exe		2,860 K	14,768 K	3004	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,268 K	12,004 K	3032	Host Process for Windows Services	Microsoft Corporation
  MpDefenderCoreService.exe		9,068 K	27,008 K	2844	Antimalware Core Service	Microsoft Corporation
  snmp.exe	< 0.01	3,872 K	12,108 K	3128	SNMP Service	Microsoft Corporation
  svchost.exe		1,304 K	7,584 K	3144	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		6,436 K	20,328 K	3176	Host Process for Windows Services	Microsoft Corporation
  MsMpEng.exe	1.40	284,368 K	238,128 K	3196	Antimalware Service Executable	Microsoft Corporation
  svchost.exe		4,764 K	26,592 K	3216	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		1,676 K	10,044 K	3284	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		3,908 K	24,680 K	4792	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		1,740 K	9,728 K	4396	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,280 K	11,128 K	4308	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	1.40	4,108 K	26,016 K	3820	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,516 K	16,028 K	3568	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		4,452 K	21,308 K	3316	Host Process for Windows Services	Microsoft Corporation
  SearchIndexer.exe	< 0.01	29,728 K	47,108 K	5700	Microsoft Windows Search Indexer	Microsoft Corporation
   SearchProtocolHost.exe	1.40	2,528 K	16,728 K	1032		
  svchost.exe		3,356 K	23,928 K	5800	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	3,068 K	16,480 K	4040	Host Process for Windows Services	Microsoft Corporation
  NisSrv.exe		4,208 K	14,868 K	4072	Microsoft Network Realtime Inspection Service	Microsoft Corporation
  SecurityHealthService.exe		7,680 K	24,784 K	7968	Windows Security Health Service	Microsoft Corporation
  svchost.exe		9,004 K	31,572 K	7156	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	5,264 K	24,004 K	8688	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		3,712 K	18,956 K	1836	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	3,372 K	15,600 K	3296	Host Process for Windows Services	Microsoft Corporation
   MoUsoCoreWorker.exe	6.32	7,252 K	32,276 K	7296		
  svchost.exe		1,860 K	10,796 K	1536	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		4,428 K	17,876 K	1880	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		3,008 K	13,636 K	7872	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		8,240 K	29,028 K	5012	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,832 K	12,084 K	4748	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		4,800 K	23,328 K	6760	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		1,308 K	7,680 K	6104	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		6,440 K	34,424 K	8168	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	< 0.01	3,984 K	28,300 K	2460	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		3,520 K	23,584 K	3048	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		1,852 K	10,684 K	9888	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,000 K	10,392 K	4688	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		7,468 K	31,392 K	8552	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,144 K	10,108 K	1768	Host Process for Windows Services	Microsoft Corporation
  svchost.exe		2,228 K	11,124 K	10024	Host Process for Windows Services	Microsoft Corporation
  svchost.exe	12.64	5,968 K	24,080 K	7076	Host Process for Windows Services	Microsoft Corporation
 lsass.exe	< 0.01	8,724 K	29,096 K	832	Local Security Authority Process	Microsoft Corporation
 fontdrvhost.exe		1,644 K	5,088 K	964		
csrss.exe	< 0.01	2,124 K	8,208 K	7240		
winlogon.exe		2,560 K	13,352 K	7804		
 fontdrvhost.exe		5,060 K	10,704 K	5648		
 dwm.exe	0.70	74,832 K	126,844 K	7632		
explorer.exe	< 0.01	171,444 K	356,872 K	1884	Windows Explorer	Microsoft Corporation
 SecurityHealthSystray.exe		1,840 K	12,916 K	7108	Windows Security notification icon	Microsoft Corporation
 VBoxTray.exe	< 0.01	2,688 K	14,452 K	5180	VirtualBox Guest Additions Tray Application	Oracle and/or its affiliates
 OneDrive.exe		50,584 K	131,884 K	8868	Microsoft OneDrive	Microsoft Corporation
 procexp.exe		4,844 K	14,296 K	3012	Sysinternals Process Explorer	Sysinternals - www.sysinternals.com
  procexp64.exe	9.13	31,888 K	93,692 K	204	Sysinternals Process Explorer	Sysinternals - www.sysinternals.com
msedge.exe		48,360 K	140,320 K	9208	Microsoft Edge	Microsoft Corporation
 msedge.exe		2,148 K	9,620 K	7104	Microsoft Edge	Microsoft Corporation
 msedge.exe		12,288 K	40,924 K	676	Microsoft Edge	Microsoft Corporation
 msedge.exe		11,564 K	30,236 K	5840	Microsoft Edge	Microsoft Corporation
 msedge.exe		8,104 K	19,876 K	7452	Microsoft Edge	Microsoft Corporation
 msedge.exe		77,404 K	121,660 K	10088	Microsoft Edge	Microsoft Corporation
 msedge.exe		14,996 K	30,384 K	9296	Microsoft Edge	Microsoft Corporation
Telegram.exe	< 0.01	249,524 K	249,944 K	6016	Telegram Desktop	Telegram FZ-LLC

